date,player_name,team_name,market_name,sportsbook,bet_points,Over,Under
2025-03-22,Darrion Williams,Texas Tech,Player Points,FanDuel,11.5,-110.0,-120.0
2025-03-22,Darrion Williams,Texas Tech,Player Rebounds,BetOnline,5.5,-109.0,-117.0
2025-03-22,Darrion Williams,Texas Tech,Player Rebounds,FanDuel,5.5,115.0,-156.0
2025-03-22,Elijah Hawkins,Texas Tech,Player Assists,BetOnline,5.5,-114.0,-112.0
2025-03-22,Elijah Hawkins,Texas Tech,Player Points,BetOnline,8.5,-117.0,-109.0
2025-03-22,Elijah Hawkins,Texas Tech,Player Rebounds,BetOnline,4.5,100.0,-129.0
2025-03-22,JT Toppin,Texas Tech,Player Assists,BetOnline,1.5,177.0,-238.0
2025-03-22,JT Toppin,Texas Tech,Player Points,BetOnline,17.5,-102.0,-126.0
2025-03-22,JT Toppin,Texas Tech,Player Points,FanDuel,17.5,-105.0,-125.0
2025-03-22,JT Toppin,Texas Tech,Player Rebounds,BetOnline,8.5,-125.0,-103.0
2025-03-22,JT Toppin,Texas Tech,Player Rebounds,FanDuel,8.5,-118.0,-118.0
2025-03-22,Kerwin Walton,Texas Tech,Player Points,BetOnline,9.5,-117.0,-109.0
2025-03-22,Kerwin Walton,Texas Tech,Player Rebounds,BetOnline,1.5,-153.0,118.0
2025-03-22,Mitch Mascari,Drake,Player Points,BetOnline,7.5,106.0,-136.0
2025-03-22,Tavion Banks,Drake,Player Points,BetOnline,10.5,104.0,-135.0
2025-03-22,Tavion Banks,Drake,Player Points,FanDuel,10.5,100.0,-130.0
2025-03-22,Tavion Banks,Drake,Player Rebounds,BetOnline,5.5,-125.0,-103.0
2025-03-22,Tavion Banks,Drake,Player Rebounds,FanDuel,5.5,-118.0,-118.0
