player,team,weighted_trb,kalman_trb,team_proj,team_oe,team_de,opp_proj,opp_oe,opp_de
Isaiah Jackson,Drake,3.219137561779664,2.619564638781486,58.8931633699471,112.60327038856089,97.2789867628108,66.13503323975574,125.54032488559136,96.57941909857846
Ben Egbo,UC Irvine,0.867418049358089,0.6928278963732204,72.9024612628943,107.73820500100769,96.145856468267,66.22327173025538,107.41906494989134,105.83055891133957
Cam Manyawu,Drake,4.970595074653812,4.4426225949130265,58.8931633699471,112.60327038856089,97.2789867628108,66.13503323975574,125.54032488559136,96.57941909857846
Daniel Abreu,Drake,3.344873219069293,3.319567755264366,58.8931633699471,112.60327038856089,97.2789867628108,66.13503323975574,125.54032488559136,96.57941909857846
Kael Combs,Drake,1.852754327241415,2.816851290504634,58.8931633699471,112.60327038856089,97.2789867628108,66.13503323975574,125.54032488559136,96.57941909857846
Bennett Stirtz,Drake,4.441367926421638,3.945868446784341,58.8931633699471,112.60327038856089,97.2789867628108,66.13503323975574,125.54032488559136,96.57941909857846
Pop Isaacs,Creighton,4.736929754729838,4.672011223207171,70.82486821277435,118.35070545814833,98.02156853581845,80.43282543899409,128.4419633705833,93.67208404084464
Nate Ferguson,Drake,1.1829091102732674,0.2704542204505573,58.8931633699471,112.60327038856089,97.2789867628108,66.13503323975574,125.54032488559136,96.57941909857846
Berk Can Akin,UC Irvine,1.1602577302782038,0.6158073415540146,72.9024612628943,107.73820500100769,96.145856468267,66.22327173025538,107.41906494989134,105.83055891133957
Jack Seidler,UCLA,0.1747523249259034,0.2014475363193226,62.46554314933086,117.90875372592008,94.17450776686889,65.10358844384135,119.3280077363738,91.4461220830252
Bash Wieland,Chattanooga,4.413391223136201,5.2587438171142855,76.87101967063968,115.47315441288777,109.62735728026666,78.29978135709905,113.60125763888576,105.83066106916728
KJ Greene,Tulane,0.4322834660599637,0.1245256043485639,72.82829349617158,108.34023253814968,106.09154230774746,80.97181991827608,116.87075297163364,102.6435049604288
Kevin Pazmino,Florida,0.3218130395867733,0.423728813559322,89.73462038000493,127.50495327449586,94.11537363886367,64.53303717225337,106.18462088444946,108.98658883187836
Viktor Mikic,Florida,0.5176730079548677,0.5935637663885577,89.73462038000493,127.50495327449586,94.11537363886367,64.53303717225337,106.18462088444946,108.98658883187836
